Numbers (0-1 crore),https://www.youtube.com/watch?v=sVT6S-xJcbQ,sVT6S-xJcbQ,
1 one,https://www.youtube.com/watch?v=lH6pT7nQb9A,lH6pT7nQb9A,
2 two,https://www.youtube.com/watch?v=MhHOduyqKv4,MhHOduyqKv4,
3 three,https://www.youtube.com/watch?v=Sh3P9rHIKOM,Sh3P9rHIKOM,
4 four,https://www.youtube.com/watch?v=ouQmvo795rE,ouQmvo795rE,
5 five,https://www.youtube.com/watch?v=BYnUpQfk3Ts,BYnUpQfk3Ts,
6 six,https://www.youtube.com/watch?v=T6vd9Criu48,T6vd9Criu48,
7 seven,https://www.youtube.com/watch?v=MZZ52lsCfSw,MZZ52lsCfSw,
8 eight,https://www.youtube.com/watch?v=l_QL6DBEeFk,l_QL6DBEeFk,
9 nine,https://www.youtube.com/watch?v=-NQKa7Pmhx4,#NAME?,
10 ten,https://www.youtube.com/watch?v=eSFyfkFVTIU,eSFyfkFVTIU,
11 eleven,https://www.youtube.com/watch?v=1-Zz07NcsKM,1-Zz07NcsKM,
12 twelve,https://www.youtube.com/watch?v=U4dnLRpeTN8,U4dnLRpeTN8,
13 thirteen,https://www.youtube.com/watch?v=QXQ8ILhehkI,QXQ8ILhehkI,
14 fourteen,https://www.youtube.com/watch?v=nGiuyZ9jIds,nGiuyZ9jIds,
Private video,https://www.youtube.com/watch?v=KCqYFgerBW0,KCqYFgerBW0,
16 sixteen,https://www.youtube.com/watch?v=YgZcsvejUF0,YgZcsvejUF0,
17 seventeen,https://www.youtube.com/watch?v=GHp2q1IoF6I,GHp2q1IoF6I,
18 eighteen,https://www.youtube.com/watch?v=kfb__18uzpw,kfb__18uzpw,
19 nineteen,https://www.youtube.com/watch?v=AhDjpH0xZAU,AhDjpH0xZAU,
20 twenty,https://www.youtube.com/watch?v=2iWRUv6eMls,2iWRUv6eMls,
21 twenty one,https://www.youtube.com/watch?v=6wXGUZtHp5w,6wXGUZtHp5w,
30 thirty,https://www.youtube.com/watch?v=LOJcAGPKq50,LOJcAGPKq50,
Private video,https://www.youtube.com/watch?v=mnhUWkJ2E0I,mnhUWkJ2E0I,
60 sixty,https://www.youtube.com/watch?v=ILinyrxnsEs,ILinyrxnsEs,
70 seventy,https://www.youtube.com/watch?v=5reXwGDh438,5reXwGDh438,
100 hundred,https://www.youtube.com/watch?v=7FcFS0hXehs,7FcFS0hXehs,
500 five hundred,https://www.youtube.com/watch?v=f2RCrBoqFVw,f2RCrBoqFVw,
"1,000 thousand",https://www.youtube.com/watch?v=RGDTXsCvZBQ,RGDTXsCvZBQ,
"2,000 two thousand",https://www.youtube.com/watch?v=b_TvDsf97GY,b_TvDsf97GY,
"10,000 ten thousand",https://www.youtube.com/watch?v=4tKpSwmWzRc,4tKpSwmWzRc,
"1,00,000 one lakh",https://www.youtube.com/watch?v=sw0z81Ri4ps,sw0z81Ri4ps,
"1,00,00,000 one crore",https://www.youtube.com/watch?v=6Xyl6CNQ_f4,6Xyl6CNQ_f4,
tea,https://www.youtube.com/watch?v=l7GQ-fR-DsA,l7GQ-fR-DsA,6S
teach,https://www.youtube.com/watch?v=Brqv7-rpdTQ,Brqv7-rpdTQ,3S
teacher,https://www.youtube.com/watch?v=Qy_q0sAucuw,Qy_q0sAucuw,5S
team (sign 1),https://www.youtube.com/watch?v=kqc7eglNJvE,kqc7eglNJvE,3S
team (sign 2),https://www.youtube.com/watch?v=0REGTy6eqSc,0REGTy6eqSc,4S
technician (sign 1),https://www.youtube.com/watch?v=ie88hOTzHTk,ie88hOTzHTk,14S
technician (sign 2),https://www.youtube.com/watch?v=ZUL1-j2VL6w,ZUL1-j2VL6w,4S
taxi,https://www.youtube.com/watch?v=nbJBh7lzl30,nbJBh7lzl30,5S
technology,https://www.youtube.com/watch?v=IATnhKazi7g,IATnhKazi7g,4S
Telangana (sign 1),https://www.youtube.com/watch?v=m9lpyg8UEMU,m9lpyg8UEMU,5S
Telangana (sign 2),https://www.youtube.com/watch?v=NtnfUEDzoPo,NtnfUEDzoPo,5S
television,https://www.youtube.com/watch?v=J0Jx4BIuGn0,J0Jx4BIuGn0,4S
Telugu,https://www.youtube.com/watch?v=iu7j255lYQU,iu7j255lYQU,3S
temperature (meaning) (sign 1),https://www.youtube.com/watch?v=TjSYqjfk-lc,TjSYqjfk-lc,11S
temperature (meaning) (sign 2),https://www.youtube.com/watch?v=mxOt9rKB_ak,mxOt9rKB_ak,5S
temperature,https://www.youtube.com/watch?v=TJeHXGVDCms,TJeHXGVDCms,7S
temple,https://www.youtube.com/watch?v=rAUcd8-2e3Y,rAUcd8-2e3Y,4S
temporary (sign 1),https://www.youtube.com/watch?v=vJy28p55lkQ,vJy28p55lkQ,3S
temporary (sign 2),https://www.youtube.com/watch?v=Ujw6xa-mmZM,Ujw6xa-mmZM,3S
tennis,https://www.youtube.com/watch?v=S0nGLXH4H5Y,S0nGLXH4H5Y,5S
mechanic (sign 1),https://www.youtube.com/watch?v=i-W0qokTIeM,i-W0qokTIeM,7S
meat (sign 2),https://www.youtube.com/watch?v=FhgAT_pNTIE,FhgAT_pNTIE,5S
measurement,https://www.youtube.com/watch?v=eBn_I264LVs,eBn_I264LVs,3S
maximum,https://www.youtube.com/watch?v=WNcSoq9M-FU,WNcSoq9M-FU,4S
Mauritius,https://www.youtube.com/watch?v=4imVoSmU5vc,4imVoSmU5vc,4S
maternal aunt,https://www.youtube.com/watch?v=f--3Qilcxvs,f--3Qilcxvs,4S
material (sign 2),https://www.youtube.com/watch?v=naUuqfBUvU8,naUuqfBUvU8,5S
material (sign 1),https://www.youtube.com/watch?v=z7fqi4_fZvI,z7fqi4_fZvI,5S
"match (competition, sports)",https://www.youtube.com/watch?v=Lj9L7fUElLE,Lj9L7fUElLE,4S
mason,https://www.youtube.com/watch?v=7vVeFsNN7uA,7vVeFsNN7uA,5S
"Mary, Virgin Mary",https://www.youtube.com/watch?v=975SGXvNf0M,975SGXvNf0M,4S
"marry, wed",https://www.youtube.com/watch?v=Ov-hdZ4oacg,Ov-hdZ4oacg,5S
12 twelve,https://www.youtube.com/watch?v=U4dnLRpeTN8,U4dnLRpeTN8,4S
10 ten,https://www.youtube.com/watch?v=eSFyfkFVTIU,eSFyfkFVTIU,4S
"10,000 ten thousand",https://www.youtube.com/watch?v=4tKpSwmWzRc,4tKpSwmWzRc,6S
13 thirteen,https://www.youtube.com/watch?v=QXQ8ILhehkI,QXQ8ILhehkI,4S
20 twenty,https://www.youtube.com/watch?v=2iWRUv6eMls,2iWRUv6eMls,4S
21 twenty one,https://www.youtube.com/watch?v=6wXGUZtHp5w,6wXGUZtHp5w,5S
30 thirty,https://www.youtube.com/watch?v=LOJcAGPKq50,LOJcAGPKq50,5S
tabla,https://www.youtube.com/watch?v=esXJDDt2w7s,esXJDDt2w7s,5S
"table, desk",https://www.youtube.com/watch?v=YQflbkaOx2g,YQflbkaOx2g,4S
tailor (sign 1),https://www.youtube.com/watch?v=DDusbrXIyaA,DDusbrXIyaA,5S
3 three,https://www.youtube.com/watch?v=Sh3P9rHIKOM,Sh3P9rHIKOM,4S
"2,000 two thousand",https://www.youtube.com/watch?v=b_TvDsf97GY,b_TvDsf97GY,5S
2 two,https://www.youtube.com/watch?v=MhHOduyqKv4,MhHOduyqKv4,3S
tailor (sign 2),https://www.youtube.com/watch?v=46EMlBxuYAU,46EMlBxuYAU,5S
Taiwan,https://www.youtube.com/watch?v=UNNkbxYzexA,UNNkbxYzexA,3S
Taj Hotel,https://www.youtube.com/watch?v=DD9K1ojKj_k,DD9K1ojKj_k,7S
Taj Mahal,https://www.youtube.com/watch?v=lL9bFfJ9t9E,lL9bFfJ9t9E,4S
take a bath,https://www.youtube.com/watch?v=Ah8zB8BQYek,Ah8zB8BQYek,5S
take a long time at something (example),https://www.youtube.com/watch?v=KmyrsfHCcPI,KmyrsfHCcPI,30S
"take a long time at something, take hours at something",https://www.youtube.com/watch?v=q0NQtFrQljs,q0NQtFrQljs,5S
take a photo,https://www.youtube.com/watch?v=_erfAmrdyIM,_erfAmrdyIM,6S
take,https://www.youtube.com/watch?v=Cw13fIyVSNA,Cw13fIyVSNA,4S
"talk, chat",https://www.youtube.com/watch?v=vYPkgKmRa6k,vYPkgKmRa6k,4S
tall sign 1,https://www.youtube.com/watch?v=63LBwsyLl5s,63LBwsyLl5s,4S
tall (sign 2),https://www.youtube.com/watch?v=BvOKe8KiGPU,BvOKe8KiGPU,4S
tall (sign 3),https://www.youtube.com/watch?v=QF_QXmNelLk,QF_QXmNelLk,4S
tall (sign 4),https://www.youtube.com/watch?v=fJyBgRTcBhA,fJyBgRTcBhA,4S
Tamil (sign 1),https://www.youtube.com/watch?v=HCLav_Tthvk,HCLav_Tthvk,4S
Tamil (sign 2),https://www.youtube.com/watch?v=wMlY1TQZA2A,wMlY1TQZA2A,3S
Tamil Nadu,https://www.youtube.com/watch?v=hD6EdyqWw0c,hD6EdyqWw0c,4S
Tanzania,https://www.youtube.com/watch?v=ejX8KhT7JRY,ejX8KhT7JRY,4S
"tap, call",https://www.youtube.com/watch?v=1Mh8DMTca88,1Mh8DMTca88,5S
tap,https://www.youtube.com/watch?v=IGR8WsvfoXs,IGR8WsvfoXs,5S
tape,https://www.youtube.com/watch?v=tq85NQ0vOkA,tq85NQ0vOkA,4S
taste,https://www.youtube.com/watch?v=p_jV4LqTBws,p_jV4LqTBws,5S
TATA Car,https://www.youtube.com/watch?v=qTKpCqiDQZI,qTKpCqiDQZI,5S
TATA Mobile,https://www.youtube.com/watch?v=816BojVf1nk,816BojVf1nk,5S
"tattoo, inked",https://www.youtube.com/watch?v=Srl_Gk0vjLE,Srl_Gk0vjLE,5S
"1,000 thousand",https://www.youtube.com/watch?v=RGDTXsCvZBQ,RGDTXsCvZBQ,5S
vote,https://www.youtube.com/watch?v=eDr6D34kmcU,eDr6D34kmcU,4S
volleyball,https://www.youtube.com/watch?v=gjpsKc4rYEM,gjpsKc4rYEM,5S
volume,https://www.youtube.com/watch?v=tkO1_qURjXM,tkO1_qURjXM,6S
Volkswagen (sign 2),https://www.youtube.com/watch?v=1iqG_Rkp7f0,1iqG_Rkp7f0,4S
melt (candle) (sign 1),https://www.youtube.com/watch?v=ObwZnI075E8,ObwZnI075E8,7S
meditate,https://www.youtube.com/watch?v=0msmxYxchSc,0msmxYxchSc,7S
voice,https://www.youtube.com/watch?v=tm_qJX6hHFg,tm_qJX6hHFg,4S
volcano (sign 1),https://www.youtube.com/watch?v=bh3kxVL3EWA,bh3kxVL3EWA,6S
volcano (sign 2),https://www.youtube.com/watch?v=qriQ0SvqUq0,qriQ0SvqUq0,6S
Volkswagen (sign 1),https://www.youtube.com/watch?v=_5ISkq46e4U,_5ISkq46e4U,5S
Mali,https://www.youtube.com/watch?v=IioAwnwu91s,IioAwnwu91s,3S
"many, numerous",https://www.youtube.com/watch?v=pHgHQOTWz-U,pHgHQOTWz-U,4S
mean (sign 2),https://www.youtube.com/watch?v=2lPUKkvlZvE,2lPUKkvlZvE,4S
man,https://www.youtube.com/watch?v=VRhdtFEOlXs,VRhdtFEOlXs,4S
Manipur (sign 3),https://www.youtube.com/watch?v=2cCGTlNYZCQ,2cCGTlNYZCQ,4S
mango,https://www.youtube.com/watch?v=JC80hJOObmg,JC80hJOObmg,4S
method,https://www.youtube.com/watch?v=07jCt4FqQxY,07jCt4FqQxY,5S
mean (sign 1),https://www.youtube.com/watch?v=I5IcpZp0BfE,I5IcpZp0BfE,4S
marigold,https://www.youtube.com/watch?v=L8RxN_IwuxU,L8RxN_IwuxU,5S
measuring tape,https://www.youtube.com/watch?v=46tD7Du6BNs,46tD7Du6BNs,5S
message (sign 1),https://www.youtube.com/watch?v=JtykP_hFReg,JtykP_hFReg,4S
Meghalaya (sign 1),https://www.youtube.com/watch?v=2QrMULTorPY,2QrMULTorPY,4S
melt (candle) (sign 2),https://www.youtube.com/watch?v=kZneFf1ONo8,kZneFf1ONo8,7S
"manage, administer, handle, operate, supervise",https://www.youtube.com/watch?v=siXvRrMuC0s,siXvRrMuC0s,4S
meeting (sign 1),https://www.youtube.com/watch?v=Ohcc1XNi-s4,Ohcc1XNi-s4,4S
Maruti car,https://www.youtube.com/watch?v=MiGluii6UII,MiGluii6UII,5S
magic,https://www.youtube.com/watch?v=i5FfdjLi5IQ,i5FfdjLi5IQ,4S
maybe,https://www.youtube.com/watch?v=3vXJ605MFbU,3vXJ605MFbU,3S
meeting (sign 2),https://www.youtube.com/watch?v=N0lQZi87koY,N0lQZi87koY,4S
Malaysia,https://www.youtube.com/watch?v=N05i2V0_8kI,N05i2V0_8kI,4S
mechanic (sign 2),https://www.youtube.com/watch?v=CELYbb3X9fk,CELYbb3X9fk,6S
vodka (sign 2),https://www.youtube.com/watch?v=5WFDWbMDynQ,5WFDWbMDynQ,4S
vodka (sign 1),https://www.youtube.com/watch?v=hCyqeJeKGyI,hCyqeJeKGyI,4S
Vishnu,https://www.youtube.com/watch?v=E5mWb7nGYmQ,E5mWb7nGYmQ,5S
vision (sign 1),https://www.youtube.com/watch?v=R6KdIjSPkvo,R6KdIjSPkvo,5S
vision (sign 2),https://www.youtube.com/watch?v=0hhs7A5uf3E,0hhs7A5uf3E,4S
